,Year,temp_anomality,CO2 (ppmv),CH4_ppb,ECD3_bp
1617,-12656,-5.3,237.58632963935628,465.5,14680
1618,-12669,-5.18,237.97072384125397,465.0,14693
1619,-12679,-5.0600000000000005,240.10202126482596,464.5,14703
1620,-12680,-4.94,239.10897267365067,464.0,14704
1621,-12695,-4.7,238.11592408247537,463.5,14719
1622,-12702,-4.46,234.62208303328032,463.0,14726
1623,-12709,-4.22,234.01943446673033,462.5,14733
1624,-12714,-4.422499999999999,233.41678590018034,462.0,14738
1625,-12725,-4.625,234.33541847308942,461.5,14749
1626,-12736,-4.827500000000001,237.49243901935716,461.0,14760
1627,-12737,-5.03,233.19969374640482,460.5,14761
1628,-12746,-4.8825,228.9069484734525,460.0,14770
1629,-12756,-4.735,228.1794674192821,459.5,14780
1630,-12761,-4.5875,228.96285132502283,459.0,14785
1631,-12765,-4.44,229.74623523076357,459.55,14789
1632,-12768,-4.166666666666667,230.5296191365043,460.1,14792
1633,-12780,-3.8933333333333335,234.53668908061695,460.65,14804
1634,-12793,-3.62,231.47501430697426,461.2,14817
1635,-12808,-3.7600000000000002,227.9025821178081,461.75,14832
1636,-12813,-3.9,224.64412988292017,462.3,14837
1637,-12820,-4.04,226.01842977745267,462.85,14844
1638,-12826,-4.123333333333333,227.39272967198517,463.4,14850
1639,-12837,-4.206666666666667,227.78536212593403,463.95,14861
1640,-12846,-4.29,228.14393209509515,464.5,14870
1641,-12849,-4.1225000000000005,228.50250206425628,465.05,14873
1642,-12860,-3.955,227.5760816830967,465.6,14884
1643,-12872,-3.7875,226.50690563613685,466.15,14896
1644,-12873,-3.62,227.45554647966628,466.7,14897
1645,-12884,-3.7533333333333334,228.4041873231957,467.25,14908
1646,-12894,-3.8866666666666663,227.87363187172843,467.8,14918
1647,-12899,-4.02,230.52053521814605,468.35,14923
1648,-12907,-4.0775,233.1674385645637,468.9,14931
1649,-12919,-4.135,232.22123314488178,469.45,14943
1650,-12920,-4.1925,230.76465767035896,470.0,14944
1651,-12926,-4.25,229.3080821958361,470.6,14950
1652,-12930,-4.673333333333333,227.85150672131329,471.2,14954
1653,-12942,-5.096666666666667,230.6301423785333,471.8,14966
1654,-12954,-5.52,228.71528957073212,472.4,14978
1655,-12965,-4.446666666666666,228.35879507223092,473.0,14989
1656,-12979,-3.373333333333333,228.46979297537328,473.6,15003
1657,-12983,-2.3,228.68004425984014,474.2,15007
1658,-13003,-3.42,228.890295544307,474.8,15027
1659,-13008,-4.54,229.18910563409577,475.4,15032
1660,-13016,-4.726666666666667,229.48791572388453,476.0,15040
1661,-13026,-4.913333333333333,229.78672581367329,475.2352941176471,15050
1662,-13034,-5.1,228.71885587644766,474.47058823529414,15058
1663,-13037,-5.096666666666667,227.65098593922204,473.70588235294116,15061
1664,-13061,-5.093333333333333,228.3650655244248,472.94117647058823,15085
1665,-13063,-5.09,226.87295036546053,472.1764705882353,15087
1666,-13084,-4.57,225.38083520649624,471.4117647058824,15108
1667,-13092,-4.05,226.58549262152312,470.6470588235294,15116
1668,-13119,-4.17,227.79015003655,469.88235294117646,15143
1669,-13122,-4.28,228.99480745157686,469.11764705882354,15146
1670,-13145,-4.39,234.47446894840783,468.3529411764706,15169
1671,-13147,-4.5,232.8735148222662,467.5882352941176,15171
1672,-13174,-4.36,231.27256069612457,466.8235294117647,15198
1673,-13183,-4.5600000000000005,229.67160656998294,466.05882352941177,15207
1674,-13202,-4.76,229.23866940613792,465.29411764705884,15226
1675,-13206,-4.96,228.8057322422929,464.52941176470586,15230
1676,-13231,-5.16,227.84358475209112,463.7647058823529,15255
1677,-13253,-5.4399999999999995,228.4285380971741,463.0,15277
1678,-13261,-5.72,229.01349144225708,457.0,15285
1679,-13267,-5.636666666666667,229.59844478734007,451.0,15291
1680,-13268,-5.553333333333333,230.18339813242306,451.0833333333333,15292
1681,-13292,-5.47,229.22462887142,451.1666666666667,15316
1682,-13293,-5.5649999999999995,228.26585961041698,451.25,15317
1683,-13323,-5.66,227.01874437509943,451.3333333333333,15347
1684,-13330,-5.585,225.77162913978188,451.4166666666667,15354
1685,-13354,-5.51,226.7073450463329,451.5,15378
1686,-13370,-5.625,227.64306095288393,451.5833333333333,15394
1687,-13385,-5.74,228.2797904906348,451.6666666666667,15409
1688,-13395,-5.720000000000001,228.91652002838566,451.75,15419
1689,-13416,-5.7,227.15223584014132,451.8333333333333,15440
1690,-13432,-5.383333333333334,225.38795165189697,451.9166666666667,15456
1691,-13443,-5.066666666666666,225.17300651759393,452.0,15467
1692,-13447,-4.75,224.9580613832909,450.625,15471
1693,-13460,-4.93,224.74311624898786,449.25,15484
1694,-13477,-5.11,224.25242426235812,447.875,15501
1695,-13506,-5.35,223.76173227572835,446.5,15530
1696,-13512,-5.68,223.2710402890986,445.125,15536
1697,-13537,-6.01,223.33591380046502,443.75,15561
1698,-13568,-5.19,223.40078731183144,442.375,15592
1699,-13595,-5.583333333333334,223.46566082319788,441.0,15619
1700,-13596,-5.976666666666667,223.5305343345643,446.0,15620
1701,-13599,-6.37,223.4018361206323,451.0,15623
1702,-13605,-5.585,223.2731379067003,456.0,15629
1703,-13631,-4.8,223.14443969276832,454.84615384615387,15655
1704,-13662,-5.39,223.01574147883633,453.6923076923077,15686
1705,-13691,-5.25,222.88704326490432,452.53846153846155,15715
1706,-13699,-5.43,222.75834505097234,451.38461538461536,15723
1707,-13722,-5.61,222.55811116874807,450.2307692307692,15746
1708,-13753,-5.32,222.35787728652383,449.0769230769231,15777
1709,-13754,-5.470000000000001,222.15764340429956,447.9230769230769,15778
1710,-13783,-5.62,223.05748898935573,446.7692307692308,15807
1711,-13815,-5.82,223.95733457441193,445.61538461538464,15839
1712,-13817,-6.0,224.8571801594681,444.46153846153845,15841
1713,-13847,-6.18,224.02634915827215,443.3076923076923,15871
1714,-13879,-5.39,223.19551815707618,442.15384615384613,15903
1715,-13894,-6.025,222.36468715588023,441.0,15918
1716,-13911,-6.66,222.59389758419908,439.5,15935
1717,-13915,-6.41,222.82310801251793,438.0,15939
1718,-13920,-6.16,223.05231844083679,473.0,15944
1719,-13944,-5.91,223.28152886915564,468.5,15968
1720,-13970,-5.9350000000000005,223.5107392974745,464.0,15994
1721,-13977,-5.96,223.6394651261959,459.5,16001
1722,-13986,-6.21,223.7681909549173,455.0,16010
1723,-14009,-6.46,223.75294420182325,450.5,16033
1724,-14043,-6.9,223.73769744872922,446.0,16067
1725,-14045,-6.865,223.7224506956352,441.5,16069
1726,-14048,-6.83,224.4079901815647,437.0,16072
1727,-14064,-6.795,222.39327867419098,432.5,16088
1728,-14078,-6.76,223.43675040769114,428.0,16102
1729,-14083,-6.486666666666666,224.4802221411913,423.5,16107
1730,-14110,-6.213333333333334,224.40093480236354,419.0,16134
1731,-14113,-5.94,224.32164746353575,419.4166666666667,16137
1732,-14133,-6.02,224.242360124708,419.8333333333333,16157
1733,-14146,-6.1,223.3269359381856,420.25,16170
1734,-14164,-6.085,222.4115117516632,420.6666666666667,16188
1735,-14178,-6.07,223.63704512457332,421.0833333333333,16202
1736,-14201,-6.145,224.8625784974834,421.5,16225
1737,-14211,-6.22,225.5267292493136,421.9166666666667,16235
1738,-14216,-6.616666666666666,226.1908800011438,422.3333333333333,16240
1739,-14237,-7.013333333333334,221.48984625503218,422.75,16261
1740,-14245,-7.41,224.40716024555917,423.1666666666667,16269
1741,-14258,-7.1675,227.3244742360862,423.5833333333333,16282
1742,-14263,-6.925000000000001,225.28039477592728,424.0,16287
1743,-14272,-6.6825,223.23631531576837,424.75,16296
1744,-14280,-6.44,221.86074312107394,425.5,16304
1745,-14290,-6.36,220.48517092637948,426.25,16314
1746,-14293,-6.28,219.52449776806546,427.0,16317
1747,-14310,-6.2,218.56382460975144,425.53333333333336,16334
1748,-14315,-6.12,216.3925267390181,424.06666666666666,16339
1749,-14328,-6.333333333333333,214.22122886828478,422.6,16352
1750,-14346,-6.546666666666667,212.84367513227136,421.1333333333333,16370
1751,-14349,-6.76,213.72075879158234,419.6666666666667,16373
1752,-14367,-6.775,214.5978424508933,418.2,16391
1753,-14383,-6.79,213.51377507029883,416.73333333333335,16407
1754,-14387,-6.776666666666666,212.42970768970437,415.26666666666665,16411
1755,-14404,-6.763333333333334,214.83094793202406,413.8,16428
1756,-14418,-6.75,213.02214911912785,412.3333333333333,16442
1757,-14424,-6.786666666666667,211.2133503062316,410.8666666666667,16448
1758,-14441,-6.823333333333333,209.50810411665645,409.4,16465
1759,-14454,-6.86,211.22849475294322,407.93333333333334,16478
1760,-14460,-7.1825,212.94888538922996,406.4666666666667,16484
1761,-14480,-7.505000000000001,212.37116759521814,405.0,16504
1762,-14481,-7.827500000000001,211.7934498012063,405.3333333333333,16505
1763,-14490,-8.15,214.4903379506219,405.6666666666667,16514
1764,-14508,-7.783333333333333,217.18722610003746,406.0,16532
1765,-14522,-7.416666666666667,213.9380167825644,406.3333333333333,16546
1766,-14528,-7.05,210.94254508397023,406.6666666666667,16552
1767,-14559,-7.245,207.94707338537606,407.0,16583
1768,-14565,-7.44,208.18141859680662,407.3333333333333,16589
1769,-14602,-7.15,208.41576380823722,407.6666666666667,16626
1770,-14603,-6.985,208.65010901966778,408.0,16627
1771,-14639,-6.82,208.55576831816919,408.3333333333333,16663
1772,-14640,-7.3225,208.4614276166706,408.6666666666667,16664
1773,-14654,-7.825,209.63474380493207,409.0,16678
1774,-14667,-8.3275,210.80805999319352,404.0,16691
1775,-14676,-8.83,211.981376181455,404.4,16700
1776,-14705,-8.1,213.15469236971649,404.8,16729
1777,-14715,-7.37,212.186259847593,405.2,16739
1778,-14755,-8.21,211.21782732546953,405.6,16779
1779,-14783,-8.16,210.24939480334604,406.0,16807
1780,-14794,-8.11,208.67475945870214,406.4,16818
1781,-14834,-8.23,207.10012411405827,406.8,16858
1782,-14847,-8.615,205.52548876941438,407.2,16871
1783,-14875,-9.0,205.45740940417187,407.6,16899
1784,-14876,-8.58,205.38933003892933,408.0,16900
1785,-14883,-8.16,205.32125067368682,381.0,16907
1786,-14917,-7.74,205.25317130844428,382.55555555555554,16941
1787,-14919,-7.77,205.18509194320177,384.1111111111111,16943
1788,-14957,-7.8,204.05706981240758,385.6666666666667,16981
1789,-14978,-8.09,202.9290476816134,387.22222222222223,17002
1790,-14996,-8.38,203.39427790196785,388.77777777777777,17020
1791,-15036,-7.38,203.85950812232227,390.3333333333333,17060
1792,-15044,-8.02,204.3247383426767,391.8888888888889,17068
1793,-15074,-8.66,203.88003395877044,393.44444444444446,17098
1794,-15096,-8.030000000000001,203.43532957486414,395.0,17120
1795,-15116,-7.4,202.99062519095787,392.0,17140
1796,-15125,-8.056666666666667,202.54592080705157,389.0,17149
1797,-15141,-8.713333333333333,202.1012164231453,387.3636363636364,17165
1798,-15155,-9.37,200.9445073664072,385.72727272727275,17179
1799,-15198,-8.5,199.78779830966909,384.09090909090907,17222
1800,-15213,-8.45,198.631089252931,382.45454545454544,17237
1801,-15240,-8.4,198.51878463018534,380.8181818181818,17264
1802,-15282,-9.11,198.40648000743968,379.1818181818182,17306
1803,-15286,-8.75,198.29417538469403,377.54545454545456,17310
1804,-15325,-8.39,197.08495723805424,375.90909090909093,17349
1805,-15337,-8.5625,195.87573909141443,374.27272727272725,17361
1806,-15361,-8.735,194.65141317549399,372.6363636363636,17385
1807,-15366,-8.9075,193.26855657567566,371.0,17390
1808,-15367,-9.08,191.88569997585736,371.3333333333333,17391
1809,-15410,-9.309999999999999,190.50284337603904,371.6666666666667,17434
1810,-15411,-9.54,191.7615283766298,372.0,17435
1811,-15435,-9.504999999999999,193.02021337722056,372.3333333333333,17459
1812,-15457,-9.47,192.45294037288843,372.6666666666667,17481
1813,-15460,-9.47,191.8856673685563,373.0,17484
1814,-15484,-9.47,190.75739808941378,373.3333333333333,17508
1815,-15502,-9.47,191.8789451792754,373.6666666666667,17526
1816,-15510,-9.546666666666667,193.00049226913703,374.0,17534
1817,-15535,-9.623333333333333,191.4761142959414,374.3333333333333,17559
1818,-15548,-9.7,191.51265433032296,374.6666666666667,17572
1819,-15556,-9.438333333333333,191.54919436470456,375.0,17580
1820,-15560,-9.176666666666666,191.58573439908614,370.5,17584
1821,-15581,-8.915,191.97810483537796,366.0,17605
1822,-15584,-8.653333333333334,192.37047527166976,375.0,17608
1823,-15593,-8.391666666666667,192.45486631214368,384.0,17617
1824,-15595,-8.13,192.5392573526176,382.8,17619
1825,-15611,-8.55,192.6236483930915,381.6,17635
1826,-15636,-8.97,196.96328822867957,380.4,17660
1827,-15662,-9.355,195.79039289658348,379.2,17686
1828,-15680,-9.74,194.50029954716638,378.0,17704
1829,-15687,-9.46,193.21020619774924,376.8,17711
1830,-15715,-9.18,194.3760035369042,375.6,17739
1831,-15725,-8.9,192.94748149343488,374.4,17749
1832,-15741,-8.89,191.51895944996556,373.2,17765
1833,-15767,-8.879999999999999,189.52313905154722,372.0,17791
1834,-15769,-8.87,189.96729771325062,370.8,17793
1835,-15793,-9.204999999999998,190.41145637495399,369.6,17817
1836,-15814,-9.54,191.0582097227937,368.4,17838
1837,-15819,-9.61,191.7049630706334,367.2,17843
1838,-15839,-9.68,189.4787632346223,366.0,17863
1839,-15847,-9.75,187.25256339861124,367.22222222222223,17871
1840,-15859,-9.82,189.22998118166532,368.44444444444446,17883
1841,-15875,-9.76,191.20739896471937,369.6666666666667,17899
1842,-15904,-9.700000000000001,189.51763426245728,370.8888888888889,17928
1843,-15906,-9.64,189.8891237217707,372.1111111111111,17930
1844,-15930,-9.425,190.2606131810841,373.3333333333333,17954
1845,-15953,-9.21,190.99220209321163,374.55555555555554,17977
1846,-15957,-9.218,191.7237910053392,375.77777777777777,17981
1847,-15959,-9.226,190.66324635153947,377.0,17983
1848,-15973,-9.234,189.60270169773977,371.0,17997
1849,-15985,-9.242,188.54215704394005,371.22222222222223,18009
1850,-15998,-9.25,188.59932801377494,371.44444444444446,18022
1851,-16015,-9.146666666666667,188.6564989836098,371.6666666666667,18039
1852,-16042,-9.043333333333333,188.9556833468375,371.8888888888889,18066
1853,-16043,-8.94,188.37049735800846,372.1111111111111,18067
1854,-16074,-9.059999999999999,187.78531136917942,372.3333333333333,18098
1855,-16087,-9.18,187.75604203408483,372.55555555555554,18111
1856,-16100,-9.27,187.7267726989902,372.77777777777777,18124
1857,-16131,-9.36,188.64072093684447,373.0,18155
1858,-16132,-9.45,188.61558344468534,373.22222222222223,18156
1859,-16160,-9.43,188.59044595252618,373.44444444444446,18184
1860,-16178,-9.41,186.73277707470868,373.6666666666667,18202
1861,-16189,-9.385,184.87510819689115,373.8888888888889,18213
1862,-16223,-9.36,189.01145740964958,374.1111111111111,18247
1863,-16251,-9.434999999999999,185.64837724764448,374.3333333333333,18275
1864,-16269,-9.51,187.26294288601588,374.55555555555554,18293
1865,-16282,-9.4825,188.87750852438725,374.77777777777777,18306
1866,-16306,-9.455,188.69952147822374,375.0,18330
1867,-16314,-9.4275,188.52153443206024,374.7142857142857,18338
1868,-16315,-9.4,188.7768098478594,374.42857142857144,18339
1869,-16345,-9.875,189.03208526365853,374.14285714285717,18369
1870,-16361,-10.35,188.07657877299306,373.85714285714283,18385
1871,-16374,-9.79,187.12107228232756,373.57142857142856,18398
1872,-16410,-9.23,188.73157502184154,373.2857142857143,18434
1873,-16411,-8.67,188.47214557934606,373.0,18435
1874,-16441,-8.965,188.2127161368506,372.7142857142857,18465
1875,-16454,-9.26,188.34128300642917,372.42857142857144,18478
1876,-16472,-8.91,188.46984987600774,372.14285714285717,18496
1877,-16499,-8.56,187.9583654413451,371.85714285714283,18523
1878,-16507,-8.9,187.44688100668245,371.57142857142856,18531
1879,-16536,-9.24,187.08794749517838,371.2857142857143,18560
1880,-16540,-9.58,187.2323857475241,371.0,18564
1881,-16543,-9.92,187.37682399986977,374.5,18567
1882,-16558,-9.683333333333334,187.52126225221548,378.0,18582
1883,-16569,-9.446666666666667,187.6657005045612,371.0,18593
1884,-16589,-9.21,188.11815433802388,371.14285714285717,18613
1885,-16632,-9.41,188.57060817148658,371.2857142857143,18656
1886,-16635,-9.61,190.34805333207703,371.42857142857144,18659
1887,-16682,-9.36,192.12549849266748,371.57142857142856,18706
1888,-16727,-9.02,193.90294365325792,371.7142857142857,18751
1889,-16773,-9.69,192.58696816146582,371.85714285714283,18797
1890,-16797,-9.265,191.27099266967372,372.0,18821
1891,-16819,-8.84,192.1227994585235,372.14285714285717,18843
1892,-16853,-9.48,192.9746062473733,372.2857142857143,18877
1893,-16865,-10.12,190.70553757061174,372.42857142857144,18889
1894,-16885,-9.73,188.43646889385016,372.57142857142856,18909
1895,-16912,-9.34,188.46782234947335,372.7142857142857,18936
1896,-16916,-9.115,188.49917580509657,372.85714285714283,18940
1897,-16923,-8.89,189.3413234459232,373.0,18947
1898,-16940,-8.665,190.18347108674982,379.0,18964
1899,-16957,-8.44,191.02561872757644,378.0,18981
1900,-17002,-10.43,191.86776636840307,377.0,19026
1901,-17043,-10.16,192.7099140092297,376.0,19067
1902,-17051,-9.89,192.3850321789137,375.0,19075
1903,-17098,-8.52,192.06015034859772,374.0,19122
1904,-17143,-9.54,191.7352685182817,373.0,19167
1905,-17189,-9.34,191.41038668796574,372.0,19213
1906,-17202,-8.575,191.08550485764974,371.0,19226
1907,-17234,-7.81,191.2101991490893,370.0,19258
1908,-17275,-9.55,191.33489344052884,369.0,19299
1909,-17321,-8.91,191.4595877319684,368.0,19345
1910,-17332,-9.435,191.58428202340798,367.0,19356
1911,-17367,-9.96,191.56736613287387,366.0,19391
1912,-17414,-9.16,191.55045024233976,364.0,19438
1913,-17461,-9.75,191.53353435180566,362.0,19485
1914,-17492,-9.706666666666667,191.51661846127155,360.0,19516
1915,-17501,-9.663333333333332,191.08935522631828,358.0,19525
1916,-17508,-9.62,190.66209199136497,367.5,19532
1917,-17529,-9.905,190.2348287564117,377.0,19553
1918,-17556,-10.19,189.80756552145843,374.0,19580
1919,-17605,-9.37,189.38030228650513,371.0,19629
1920,-17618,-9.78,188.95303905155185,368.0,19642
1921,-17652,-10.19,190.18590217076087,365.0,19676
1922,-17679,-10.059999999999999,191.41876528996985,362.0,19703
1923,-17702,-9.93,191.7304615766466,359.0,19726
1924,-17730,-9.6,192.04215786332333,356.0,19754
1925,-17743,-9.27,192.35385415000007,351.0,19767
1926,-17750,-8.94,192.66555043667682,353.55555555555554,19774
1927,-17795,-8.84,192.97724672335357,356.1111111111111,19819
1928,-17839,-8.53,193.2889430100303,358.6666666666667,19863
1929,-17841,-9.02,193.60063929670704,361.22222222222223,19865
1930,-17883,-9.51,194.41881012492155,363.77777777777777,19907
1931,-17930,-10.43,195.23698095313605,366.3333333333333,19954
1932,-17933,-10.120000000000001,196.05515178135056,368.8888888888889,19957
1933,-17980,-9.81,195.4721190699693,371.44444444444446,20004
1934,-18013,-9.605,194.88908635858803,374.0,20037
1935,-18029,-9.4,194.30605364720674,374.1666666666667,20053
1936,-18068,-9.219999999999999,193.72302093582547,374.3333333333333,20092
1937,-18075,-9.04,193.25873475983937,374.5,20099
1938,-18121,-9.46,192.79444858385327,374.6666666666667,20145
1939,-18167,-8.71,192.33016240786716,374.8333333333333,20191
1940,-18174,-9.25,191.86587623188103,375.0,20198
1941,-18213,-9.79,191.40159005589493,375.9,20237
1942,-18260,-9.22,190.93730387990882,376.8,20284
1943,-18263,-9.375,190.47301770392272,377.7,20287
1944,-18307,-9.53,190.3764591533758,378.6,20331
1945,-18354,-9.69,190.2799006028289,379.5,20378
1946,-18402,-9.72,190.18334205228197,380.4,20426
1947,-18451,-10.18,190.08678350173506,381.3,20475
1948,-18457,-9.55,189.99022495118814,382.2,20481
1949,-18500,-8.92,190.7773707702954,383.1,20524
1950,-18516,-8.89,191.56451658940264,384.0,20540
1951,-18519,-8.86,192.35166240850992,367.0,20543
1952,-18545,-8.83,193.13880822761718,368.375,20569
1953,-18586,-9.07,193.92595404672443,369.75,20610
1954,-18590,-9.31,192.38479273347588,371.125,20614
1955,-18637,-9.49,190.84363142022733,372.5,20661
1956,-18684,-9.65,189.3024701069788,373.875,20708
1957,-18716,-9.645,187.76130879373025,375.25,20740
1958,-18732,-9.64,188.5773409966204,376.625,20756
1959,-18758,-9.335,189.39337319951053,378.0,20782
1960,-18780,-9.03,190.2094054024007,376.14285714285717,20804
1961,-18826,-9.36,191.02543760529085,374.2857142857143,20850
1962,-18873,-9.41,191.841469808181,372.42857142857144,20897
1963,-18878,-9.440000000000001,192.65750201107113,370.57142857142856,20902
1964,-18920,-9.47,192.210822540566,368.7142857142857,20944
1965,-18967,-9.39,191.76414307006087,366.85714285714283,20991
1966,-19004,-9.64,191.31746359955577,365.0,21028
1967,-19014,-9.89,190.87078412905063,363.9,21038
1968,-19015,-10.14,190.25338104778274,362.8,21039
1969,-19064,-9.25,189.63597796651484,361.7,21088
1970,-19112,-9.52,189.01857488524695,360.6,21136
1971,-19117,-9.129999999999999,188.40117180397905,359.5,21141
1972,-19159,-8.74,188.81382459033682,358.4,21183
1973,-19204,-9.06,189.22647737669462,357.3,21228
1974,-19251,-10.02,189.6391301630524,356.2,21275
1975,-19262,-10.026666666666666,190.05178294941018,355.1,21286
1976,-19268,-10.033333333333333,189.34953263724645,354.0,21292
1977,-19300,-10.04,188.64728232508273,354.42857142857144,21324
1978,-19349,-9.2,187.945032012919,354.85714285714283,21373
1979,-19395,-8.895,187.24278170075527,355.2857142857143,21419
1980,-19396,-8.59,186.95467754236637,355.7142857142857,21420
1981,-19440,-7.92,186.66657338397746,356.14285714285717,21464
1982,-19484,-10.1,186.37846922558856,356.57142857142856,21508
1983,-19520,-9.905000000000001,186.09036506719966,357.0,21544
1984,-19532,-9.71,185.80226090881075,357.0,21556
1985,-19580,-8.9,185.51415675042185,357.0,21604
1986,-19612,-9.27,185.22605259203294,357.0,21636
1987,-19627,-9.64,185.61621317184867,357.0,21651
1988,-19675,-10.12,186.00637375166443,357.0,21699
1989,-19725,-9.57,186.39653433148015,357.0,21749
1990,-19774,-8.96,186.78669491129588,357.0,21798
1991,-19820,-8.72,187.1768554911116,357.0,21844
1992,-19836,-8.636666666666667,187.56701607092737,357.0,21860
1993,-19840,-8.553333333333335,187.9571766507431,356.7142857142857,21864
1994,-19864,-8.47,188.66350858316054,356.42857142857144,21888
1995,-19909,-9.42,189.36984051557795,356.14285714285717,21933
1996,-19956,-9.14,190.07617244799536,355.85714285714283,21980
1997,-19963,-9.370000000000001,190.7825043804128,355.57142857142856,21987
1998,-20003,-9.6,190.1022314238718,355.2857142857143,22027
1999,-20036,-9.524999999999999,189.42195846733082,355.0,22060
2000,-20051,-9.45,188.74168551078984,357.2608695652174,22075
2001,-20099,-9.82,188.06141255424885,359.5217391304348,22123
2002,-20105,-9.9,187.38113959770786,361.7826086956522,22129
2003,-20149,-9.98,188.3534865865363,364.04347826086956,22173
2004,-20199,-9.67,189.32583357536475,366.30434782608694,22223
2005,-20248,-8.81,190.2981805641932,368.5652173913044,22272
2006,-20280,-9.425,191.27052755302162,370.82608695652175,22304
2007,-20294,-10.04,189.2473695385608,373.0869565217391,22318
2008,-20342,-9.975,187.2242115241,375.3478260869565,22366
2009,-20345,-9.91,187.15669009856668,377.60869565217394,22369
2010,-20395,-8.36,187.08916867303333,379.8695652173913,22419
2011,-20397,-8.75,187.0216472475,382.1304347826087,22421
2012,-20439,-9.14,186.553161428,384.39130434782606,22463
2013,-20485,-9.41,186.0846756085,386.6521739130435,22509
2014,-20533,-8.74,185.616189789,388.9130434782609,22557
2015,-20579,-9.22,185.1477039695,391.17391304347825,22603
2016,-20600,-9.57,184.67921815,393.4347826086956,22624
2017,-20626,-9.92,184.9433563425,395.69565217391306,22650
2018,-20654,-9.46,185.207494535,397.95652173913044,22678
2019,-20675,-9.0,186.84705007775,400.2173913043478,22699
2020,-20700,-9.49,188.4866056205,402.4782608695652,22724
2021,-20723,-9.98,188.86835144275,404.7391304347826,22747
2022,-20768,-9.67,189.25009726500002,407.0,22792
2023,-20773,-9.36,189.63184308725002,403.85714285714283,22797
2024,-20799,-9.489999999999998,190.01358890950002,400.7142857142857,22823
2025,-20821,-9.62,188.72028891442503,397.57142857142856,22845
2026,-20870,-9.39,187.42698891935,394.42857142857144,22894
2027,-20883,-9.56,186.13368892427502,391.2857142857143,22907
2028,-20919,-9.73,186.78641905644503,388.14285714285717,22943
2029,-20945,-9.64,187.439149188615,385.0,22969
2030,-20968,-9.55,188.091879320785,385.625,22992
2031,-21017,-9.11,188.744609452955,386.25,23041
2032,-21044,-8.77,189.397339585125,386.875,23068
2033,-21063,-8.43,190.53007546182502,387.5,23087
2034,-21109,-8.84,190.38021747275835,388.125,23133
2035,-21154,-8.23,190.2303594836917,388.75,23178
2036,-21157,-8.483333333333334,190.08050149462503,389.375,23181
2037,-21180,-8.736666666666666,189.58837077635002,390.0,23204
2038,-21198,-8.99,189.096240058075,390.0,23222
2039,-21235,-9.09,188.6041093398,390.0,23259
2040,-21244,-9.19,191.62670121265,390.0,23268
2041,-21291,-8.79,194.64929308549998,390.0,23315
2042,-21326,-9.276666666666666,197.67188495834998,390.0,23350
2043,-21329,-9.763333333333334,196.63711882775624,390.0,23353
2044,-21338,-10.25,195.60235269716247,390.0,23362
2045,-21389,-9.36,194.56758656656874,390.0,23413
2046,-21408,-9.155,193.532820435975,390.0,23432
2047,-21438,-8.95,191.2816657089,390.0,23462
2048,-21485,-9.28,189.030510981825,390.0,23509
2049,-21495,-9.083333333333332,186.77935625474998,390.0,23519
2050,-21522,-8.886666666666667,187.0205568342,390.0,23546
2051,-21533,-8.69,187.26175741364997,389.5,23557
2052,-21578,-8.88,187.50295799309998,389.0,23602
2053,-21625,-9.05,187.74415857254996,388.5,23649
2054,-21650,-8.845,187.98535915199997,388.0,23674
2055,-21672,-8.64,187.37837019184371,387.5,23696
2056,-21717,-8.95,186.77138123168749,387.0,23741
2057,-21764,-9.29,186.16439227153123,386.5,23788
2058,-21797,-9.325,185.55740331137497,386.0,23821
2059,-21812,-9.36,184.95041435121874,388.4,23836
2060,-21861,-10.39,184.34342539106248,390.8,23885
2061,-21914,-9.95,183.73643643090625,393.2,23938
2062,-21923,-9.84,183.12944747075,395.6,23947
2063,-21938,-9.729999999999999,183.38826909229167,398.0,23962
2064,-21965,-9.62,183.64709071383334,394.1666666666667,23989
2065,-22015,-9.52,183.90591233537498,390.3333333333333,24039
2066,-22065,-10.58,184.16473395691665,386.5,24089
2067,-22119,-9.68,184.42355557845832,382.6666666666667,24143
2068,-22127,-9.586666666666666,184.6823772,378.8333333333333,24151
2069,-22134,-9.493333333333334,185.0231301450125,375.0,24158
2070,-22169,-9.4,185.36388309002498,372.5,24193
2071,-22218,-9.05,185.70463603503748,370.0,24242
2072,-22265,-9.0,186.04538898005,367.5,24289
2073,-22313,-9.76,186.3861419250625,365.0,24337
2074,-22319,-9.616666666666667,186.726894870075,362.5,24343
2075,-22349,-9.473333333333333,186.110757061275,360.0,24373
2076,-22363,-9.33,185.494619252475,362.1666666666667,24387
2077,-22412,-10.07,184.878481443675,364.3333333333333,24436
2078,-22464,-10.1,184.262343634875,366.5,24488
2079,-22516,-7.98,183.646205826075,368.6666666666667,24540
2080,-22560,-8.99,183.030068017275,370.8333333333333,24584
2081,-22566,-9.445,182.413930208475,373.0,24590
2082,-22608,-9.9,181.79779239967502,375.6666666666667,24632
2083,-22659,-10.21,181.181654590875,378.3333333333333,24683
2084,-22693,-10.135000000000002,180.565516782075,381.0,24717
2085,-22712,-10.06,180.57537702005,383.6666666666667,24736
2086,-22764,-9.96,180.58523725802502,386.3333333333333,24788
2087,-22771,-9.925,180.595097496,389.0,24795
2088,-22816,-9.89,180.604957733975,385.6,24840
2089,-22867,-9.54,180.61481797195,382.2,24891
2090,-22917,-9.84,180.624678209925,378.8,24941
